28cb3ecb9d111a5ac271223eccad9e4643b27093234958f9ff217e480dddd14b,7326ce8d3ade792d50951cec738fd2f745854d502db181d366809563842b205e,3173056d098da5cfaca95dcfdb270ab94a9ffc2e269031d95c0be3ccd1eacef8,11f6c7ee65830aeaa8fb4109d08e86daaab9b910068d7a48d4db9ebb7ca562cb,c094427dcba9b9496bb77b65ebfbd06c2b342925bcbbc3ad8eebcd162d704d23,d37365fb4590ae346ea6a25b33d461625ebd8d29c17a791cb04201fac5ba29df,201add6081c8f73291a07cd046b7f2d3e5a2b9ac33a5281704e6a2555b4ae299,3fc0c19554f5466bfe2c16d79e58e46130a1f61ca14b303e6903893cb26e5287,b54fc70d80fc43c1901a9f0127ae82457a1431a873b71d4bd0922f1af827e050,c1f6c858459b3e886b626c0bc5aea76dfdf67f92b427342ac158276d35e70cf6,67433d797c6d2d2c8d9e4379424f663922bb30679fcd2d37503e802232882898,ba277c2c90104b067eb6a128b4b1fecc3434f4982ad57de9e8bcd51ada25ce43
"136701","10201","0","0","62001","0","潛入，阿斯特朗　\n七個願望與創世之殘響","bgm_MC219","0","bgm_MC219","10","2"
"136801","10202","0","0","62001","0","Andante‧With‧You　\n祈禱的雙唱響起時","bgm_MC226","0","bgm_MC226","10","2"
"134601","10203","0","0","62001","0","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～","bgm_MC234B","0","bgm_MC234B","10","2"
"132301","10204","0","0","62001","0","集結！　阿爾克絲＆暮光　\n密醫與兩位鍊金術師","bgm_MC250","0","bgm_MC250","10","2"
"137301","10205","0","0","62001","0","華隸大小姐華音的華麗復仇 ～佐以傲嬌粉紅～","bgm_MC255_02","0","bgm_MC255","10","2"
"135001","10206","0","0","62001","0","Summer Dream Refrain　\n水平線彼端的旅途","bgm_MC262","0","bgm_MC262","10","2"
"135301","10207","0","0","62001","0","Summer Anemos, \nSummer Qualia","bgm_MC267A","0","bgm_MC267A","10","2"
"137501","10208","0","0","62001","0",", And I Will　\n以掌握的這雙手","bgm_MC279_02","0","bgm_MC279","10","2"
"137801","10209","0","0","62001","0","Demon/Snow　\n起死回生的冥府旅途情懷","bgm_MC284","0","bgm_MC284","10","2"
"136201","10210","0","0","62001","0","煉獄的名偵探　\n全部成為Ｗ（網）","bgm_MC298A","0","bgm_MC298A","10","2"
