ad754fbecf9ba327a120c48688d414ae9f1679f56a2e22a5e3e7109874064626,37956850a33819e7b741293eff2e0a95382d1714a71456e8401e91395d93b05d,d98b145acfc0461b268aab0335c20ce3c159515374dd337f24fdf577a53e906d,9a197764c4c811385cc4206e5b82ff81a0c66ed32f8c6373b0bede5e96778081,b5dc113b52ea341e083b6e4a70461979fc395b03b4c242d6a4fb83f3f8f1fd09,20dc29d97b9e48d03e88c686e32550a543df44ec2867d6f6831de6cca18ec983,cc66eeb2496ead21071e00c0bfb8da8c976fff82e8597f6d0ed5b941b214aa5b,2ccdadde79beab4afd7de378a806b1deedd6ac054667c2fbfd5b8d1076eb3eba,ca0ab564c1d87d57b20a30984f05fe67158be07284b2bda27dbfc4be62452703,8ef8044c9b21f36ec87bc32c8bb078b450d5c746ee4dc9049c342f79825f3eb8,b9ccc537f20692742ef8b8054e5350277483a5df6ef41a715783835d5d7c25f5,f0f4e172567b244943d29a439a3c49991f7adab8618582ae6c15392f0de7a198,608235627ae91ea78a35642a859b0632ce31eb8e518d6698bc6239de721d0e73,005aecf005172703c99ff9974204c52ede0b68d81d33b55018a30c5c47489ab7,812874e6091c79f83413141055b74f868809fa4d4157aaf6ee11b9c5df1e79fd,d7d6cdaea8463a18dfc220ca80790ee1e25c842382618c70b7e073c61c78a7f5,64c2afcbb4d002506c400c5d1a668b383c9e201302ec9bb1ebdbeb275c0ef9d3,cec40c45b5886dbcff0e293be2348a1d005fc487334295a81d21e4dec9692e0b,3eaa174803c430951b36a997c1ae93ebc44111933a45f1a604aa1b51c17094cb,bb9a4aafaf0d014628fba279701266f118dcad0fbcdca6043b700e260f9a086b,aee82b0df175ec621d48b3412d08e9d1e4a0c6a08dd72ca3c293439b8098cd58,2dc32815dac78d62524b1ca82538d41d5e953c4f8f7cc582f6f0cfdfa7e38cb3,77ef7e7212ee9f245e71c9f4eeff7875cc93210bc03228e940b79b2a285da981,64219c6799093a94f2d2498fde9f3dee36edadf38a0acadeb37190083b09b76b,488601e301d376ae5b58f69f67d625480f13e9152bd3639617aa47d7a3160ccd,48858bcf15a0b77428e96977bdde5aaa7db9e0bdc7052832bbd0db4e690883ec,2cc3ad222053b5c6eb965d28e3a609486af77e0aadbcb08a27d0b81f4c18c544,802069d7424dbbc99b7a30acaed73148718ed3e84ee4cd03ae6682f4cc7ebb91,a3307d7eed28753c8fea6b0631383a9545e32341a9c012cf89d2ccccb0708c0a,948ed995c441c5a740426ee09b0b67c046786680081be24dc11865a5b023f206,5ed6b9d5dc42a5a360b33dcebb7d9ffa810fec867110231a4af285a354fa0b85,d9095ee68aba0b9c2ef5d84f1b6d4d43ab5300307ccaa48a42a33611bb3c23a9,28a961ff7773b194f944eae54f960db78e488d620ce2477102835a49fc077ac7,107282be9ea20f0a920280fe0fc019bde74db0c3f31ac6ff8d0191f310ddddcf,3afaf793512e1726d5e54115d731801af62a788df57815fc7d47379da57a9791,50bdfb3048c8d4e9db5406076aa9095716036b3e807b10f860f4240fa4fe9a80,ba47d7c050d11e9c7971d2c94660a5f59be1db9e15f22f1971f5b47cf3a2ac4a,fb26ea21a48d3c3c1269370fa5a585cd04fc7e0e78429c0016a7ea979be20fba,a514226e3b346c6dfc54dcbca18929933b3f93b0bbe5613558b6cefed87bafa3,0baceacc82c1b7f2d1a69cfc2f1099718cf8fb5f6e9dd2b78cdb9c8b401875aa,5e5a071b3dd088d12b49fd580f8ce21c8feb7aa18efc7e083660f03f24a6b97b,709d70b194dd04d1419af7d48ea72b9165f3ecd1d5e6f6200d9ad5ec683fe575,31e4786b7a4ba59f5fff42fecb3fa2878ce6810917e61d8a49d815b571926ab8
"0","0","217601","2500","50","0","0","0","0","0","0","0","1","0","0","0","200","0","200000001","1","900000","0","0","0","0","0","804100111","900","0","5000","0","2500","0","0","2500","0","0","0","900","0","0","寶石蜘蛛A","0"
"0","0","217602","2500","50","0","0","0","0","0","0","0","1","0","0","0","200","0","200000001","1","900000","0","0","0","0","0","804100121","600","0","5000","0","2500","0","0","2500","0","0","0","600","0","0","寶石蜘蛛B","0"
"0","0","217603","2500","50","0","0","0","0","0","0","0","1","0","0","0","200","0","200000001","1","900000","0","0","0","0","0","804100131","300","0","5000","0","2500","0","0","2500","0","0","0","300","0","0","寶石蜘蛛C","0"
"0","0","319901","2500","50","0","2500","0","100","0","0","0","1","0","0","0","600","0","300000008","1","18000000","0","0","0","0","0","804100201","700","70","12000","0","2500","0","0","2500","0","0","0","700","0","0","倭","0"
"0","0","319801","100","50","0","0","0","0","0","0","0","1","0","0","0","600","0","300000008","1","14000000","0","0","0","0","0","804100211","200","0","0","0","0","0","0","100","0","0","0","200","0","0","若菜","0"
"0","0","319701","100","50","0","2500","0","0","0","0","0","1","0","0","0","600","0","300000008","1","9000000","0","0","0","0","0","804100221","200","130","10000","0","0","0","0","300","0","0","0","200","0","0","布武機","0"
"0","0","321500","2500","50","0","2500","0","100","0","0","0","1","0","0","0","600","0","300000008","1","67000000","0","0","0","0","0","804100301","1200","100","16000","0","2500","16000","0","2500","0","0","0","1200","0","0","芙蕾雅","0"
"0","0","217700","2500","50","0","0","0","0","0","0","0","1","0","0","0","600","0","300000008","1","12000000","0","0","0","0","0","804100311","500","0","12000","0","2500","0","0","2500","0","0","0","500","0","0","飛龍","0"
"0","30","321600","2500","50","0","2500","0","2500","0","0","0","1","0","0","0","700","0","300000008","1","80000000","2500","0","0","0","0","804100401","600","160","14000","0","2500","16000","0","2500","0","0","0","600","0","0","阿剌克涅","0"
"0","30","321603","2500","50","0","2500","0","2500","0","0","0","1","0","0","0","700","0","300000008","1","80000000","0","0","0","0","0","804100402","600","110","14000","0","2500","16000","0","2500","0","0","0","600","0","0","阿剌克涅","0"
"0","0","321601","5000","50","0","0","0","0","0","0","0","1","0","0","0","750","0","300000009","1","600000000","0","0","0","0","0","804100501","50000","0","36000","0","0","50000","0","5000","0","0","0","50000","0","0","六凶‧魔蜘蛛阿剌克涅","0"
"0","5000","321602","5000","50","150","5000","0","5000","0","0","0","1","0","0","0","750","0","300000009","1","600000000","150","0","0","0","0","804100502","1200","130","36000","0","5000","40000","0","5000","0","0","0","1200","0","0","六凶‧魔蜘蛛阿剌克涅","0"
"0","0","192701","0","50","0","316","0","0","0","0","0","1","0","0","0","316","1500","900000001","1","150000","0","0","0","0","0","804100601","1000","50","40000","0","0","0","0","316","0","0","0","1000","0","0","雪菲","0"
