839ad4b3ae0ca26074909a0b33af7103b0649628f80bd79153e597030c18b9bf,eea5ddc5c4f59c2296ddef7ceb42ab8610f496463e5935235c29330c492f2464,fd91dbc9e24418aa776aef5067d68c332ee5f8d855c3404b0a995e02865460f1,5b0c8576c897587e202ca8a842e2b24fc08d320473a478dcddbd2b0ac3e6fa62,d8bc28fe1651c4de4a92d5b3f2e4d4fc01568addeb7ed21e42140ecf84218bee,120cadcb5b81199041167267d5be642b0e02f1e7d74aedf70b30b3b4cabfc93b,5e835687550590c043c575a9e58ba3ae083b5a200972a251167d787348ed49f8,eb57cafa8fbf9530ef58cf836fd14999c2ce417311bd2ad31bbbb97f43864148,8429d205cd7572cae9693b5e107977503b770bf32203fa211e31c53dbac61f29
"5000","0","30000","100111","0","20000","0","0","50"
"5000","0","30000","100112","0","20000","0","0","50"
"5000","0","30000","100113","0","20000","0","0","50"
"12500","0","45000","100121","0","30000","0","0","125"
"12500","0","45000","100122","0","30000","0","0","125"
"12500","0","45000","100123","0","30000","0","0","125"
"20000","0","60000","100131","0","40000","0","0","200"
"20000","0","60000","100132","0","40000","0","0","200"
"20000","0","60000","100133","0","40000","0","0","200"
"5000","0","30000","100211","0","20000","0","0","50"
"5000","0","30000","100212","0","20000","0","0","50"
"5000","0","30000","100213","0","20000","0","0","50"
"12500","0","45000","100221","0","30000","0","0","125"
"12500","0","45000","100222","0","30000","0","0","125"
"12500","0","45000","100223","0","30000","0","0","125"
"20000","0","60000","100231","0","40000","0","0","200"
"20000","0","60000","100232","0","40000","0","0","200"
"20000","0","60000","100233","0","40000","0","0","200"
"5000","0","30000","100311","0","20000","0","0","50"
"5000","0","30000","100312","0","20000","0","0","50"
"5000","0","30000","100313","0","20000","0","0","50"
"12500","0","45000","100321","0","30000","0","0","125"
"12500","0","45000","100322","0","30000","0","0","125"
"12500","0","45000","100323","0","30000","0","0","125"
"20000","0","60000","100331","0","40000","0","0","200"
"20000","0","60000","100332","0","40000","0","0","200"
"20000","0","60000","100333","0","40000","0","0","200"
"5000","0","30000","100411","0","20000","0","0","50"
"5000","0","30000","100412","0","20000","0","0","50"
"5000","0","30000","100413","0","20000","0","0","50"
"12500","0","45000","100421","0","30000","0","0","125"
"12500","0","45000","100422","0","30000","0","0","125"
"12500","0","45000","100423","0","30000","0","0","125"
"20000","0","60000","100431","0","40000","0","0","200"
"20000","0","60000","100432","0","40000","0","0","200"
"20000","0","60000","100433","0","40000","0","0","200"
"5000","0","30000","100511","0","20000","0","0","50"
"5000","0","30000","100512","0","20000","0","0","50"
"5000","0","30000","100513","0","20000","0","0","50"
"12500","0","45000","100521","0","30000","0","0","125"
"12500","0","45000","100522","0","30000","0","0","125"
"12500","0","45000","100523","0","30000","0","0","125"
"20000","0","60000","100531","0","40000","0","0","200"
"20000","0","60000","100532","0","40000","0","0","200"
"20000","0","60000","100533","0","40000","0","0","200"
"5000","0","30000","100611","0","20000","0","0","50"
"5000","0","30000","100612","0","20000","0","0","50"
"5000","0","30000","100613","0","20000","0","0","50"
"12500","0","45000","100621","0","30000","0","0","125"
"12500","0","45000","100622","0","30000","0","0","125"
"12500","0","45000","100623","0","30000","0","0","125"
"20000","0","60000","100631","0","40000","0","0","200"
"20000","0","60000","100632","0","40000","0","0","200"
"20000","0","60000","100633","0","40000","0","0","200"
"5000","0","30000","100711","0","20000","0","0","50"
"5000","0","30000","100712","0","20000","0","0","50"
"5000","0","30000","100713","0","20000","0","0","50"
"12500","0","45000","100721","0","30000","0","0","125"
"12500","0","45000","100722","0","30000","0","0","125"
"12500","0","45000","100723","0","30000","0","0","125"
"20000","0","60000","100731","0","40000","0","0","200"
"20000","0","60000","100732","0","40000","0","0","200"
"20000","0","60000","100733","0","40000","0","0","200"
"5000","0","30000","100811","0","20000","0","0","50"
"5000","0","30000","100812","0","20000","0","0","50"
"5000","0","30000","100813","0","20000","0","0","50"
"12500","0","45000","100821","0","30000","0","0","125"
"12500","0","45000","100822","0","30000","0","0","125"
"12500","0","45000","100823","0","30000","0","0","125"
"20000","0","60000","100831","0","40000","0","0","200"
"20000","0","60000","100832","0","40000","0","0","200"
"20000","0","60000","100833","0","40000","0","0","200"
"5000","0","30000","100911","0","20000","0","0","50"
"5000","0","30000","100912","0","20000","0","0","50"
"5000","0","30000","100913","0","20000","0","0","50"
"12500","0","45000","100921","0","30000","0","0","125"
"12500","0","45000","100922","0","30000","0","0","125"
"12500","0","45000","100923","0","30000","0","0","125"
"20000","0","60000","100931","0","40000","0","0","200"
"20000","0","60000","100932","0","40000","0","0","200"
"20000","0","60000","100933","0","40000","0","0","200"
