b6d29c707b606aec193890686fe7a0a8d61b8eb257cc54a7537b43ee17e82f7e,d8f339dcb12aa0d8f276cb20050263b0b6a69b748bf4ab073c6218e64678e582,3d5bdbf98de603e7f0a2eb14d6678071ec377400780f52fdab6c23d608712589,02d11001bde16ad79f6c43e6128d35e020fa7c4a902a0b28e11f8d154a03b2f4,f1ec85060eba902ffd65d5b3044116716ba6652deb9b88d1035497e99e86c8e4,1be5d8e934cdd3a00ddfe4f95225e858a4e87e2918413a62567542833fc6e931,a0d45f907772fc75ab916f2e33d014666c72bbda4848522efdf80f2ff3050cc1,c65ecfc908f3d88007779680039b3e39ee8cf89bd003a40335943be5e8225c07,3c11ba9cfbb19dcb8fb292579c0c3c0113c0e5f9ba2bfc6e451ce05810b14525,3543d2653b9d7476aa3e36c2b6fa3c6aa20adacaf13c6517f4e5681e130d933c,e393b56d0e6f9fa2982e846f10caad0c9ab03de40cb4871a92fadc8069f96502,bc09ac39b1b96391cefc063c2e67dc2a11195966f8a3ad4b51bc098b6fbcf789,a735216e83ff852d99f00d111ad79b804b11c6bc0396696d1f22336ba696e988,71f79fcfb8cc7f3b6adaabb06fa366be0d0232be34082095a4ed77376f31ec66,1449c90ca59521d013e4a4f6e895b0bb96bc92cce9c1bf74c26e0426e32e5542
"0","110690103","101691011","0","0","1","101691001","0","0","0","0","0","0","0","0"
"0","110700103","101701011","0","0","1","101701001","0","0","0","0","0","0","0","0"
"0","110710103","101711011","0","0","1","101711001","0","0","0","0","0","0","0","0"
"0","110720103","101721011","0","0","1","101721001","0","0","0","0","0","0","0","0"
"0","110730103","101731011","0","0","1","101731001","0","0","0","0","0","0","0","0"
"0","110740103","101741011","0","0","1","101741001","0","0","0","0","0","0","0","0"
"0","110750103","101751011","0","0","1","101751001","0","0","0","0","0","0","0","0"
"0","110760103","101761011","0","0","1","101761001","0","0","0","0","0","0","0","0"
"0","610132007","610132504","0","0","1","102311001","0","0","0","16","61013201","0","0","0"
"0","610132008","610132504","0","0","1","102311002","0","0","0","16","61013201","0","0","0"
"0","610132009","610132504","0","0","1","102311003","0","0","0","16","61013201","0","0","0"
"0","610134007","610134504","0","0","1","102312001","0","0","0","16","61013401","0","0","0"
"0","610134008","610134504","0","0","1","102312002","0","0","0","16","61013401","0","0","0"
"0","610134009","610134504","0","0","1","102312003","0","0","0","16","61013401","0","0","0"
"0","610136004","610136404","0","0","1","102401001","0","0","0","16","61013601","0","0","0"
"0","610136005","610136405","0","0","1","102401002","0","0","0","16","61013601","0","0","0"
"0","610136006","610136406","0","0","1","102401003","0","0","0","16","61013601","0","0","0"
"0","610136007","610136504","0","0","1","102401004","0","0","0","16","61013601","0","0","0"
"0","610136008","610136505","0","0","1","102401005","0","0","0","16","61013601","0","0","0"
"0","610136009","610136506","0","0","1","102401006","0","0","0","16","61013601","0","0","0"
"0","610137007","610137504","0","0","1","102401007","0","0","0","16","61013601","0","0","0"
"0","610137008","610137504","0","0","1","102401008","0","0","0","16","61013601","0","0","0"
"0","610137009","610137504","0","0","1","102401009","0","0","0","16","61013601","0","0","0"
"0","610140007","610140504","0","0","1","102402001","0","0","0","16","61014001","0","0","0"
