ec781d5ebc52f1507e7e9ef38c537ca7e7f794bf99fe7f78fe08eeeff9d5fed7,1fc708da63ae7393623ecf6a19f207239b99954169d6039486c4d54295487853,f02ccad18304eee3ad533eec12165f6fbb17a4f3d974eed6774ecc52cfd7e37b,e226fcf3b1e7a688a680e5c4eb59038e437a2c5f61fd3727304fe0eeb64b78d5,24e524cecc9f54c5befcc962c7eaf8420414d40befed398e1ce905cb9582ce6f,d3475c3a212897feca4b5e05420d57f1897945fc1dac00aff80bd08139441e69,79dfd60523e910ca3278511bc0f41d451b80d7b355f4ab9865d09fbc161d1404,8ea5113bfd93f755d3464d65e5c9a3221bbe4859e5f0f94fec619918c2a28acd,1a187de99ecd41862ea48958a3834987b0895fa4226402d628403980a187a030,01342a80a3d509fe566c71a3ccdaf8eb25eb143493a1dbae709eb957c02d3abe,af0515443d5b6eaf7298392a1604605f89b9e6e897984beddc3fad5d3e0f2706,7b9a3310754b8f718f036b725c18efc3c6d6c28d97e5e59d2d58fa004d8df260,ea2f886d5b1f2a0f7ca569a6a4ccec4b5454ab0b14aaa38aaf6ec840470168d3,b6e56e962c1de9aabb4ae2955524d32bbe3e5f6475f5b607883924cf1be04df4,9beedbaf9250b03f5a62abd3ef81f7fa94c7c110562fbe1575ba7d659488d52f,2bd2f6c800662c546917db2a2f2c44d97c72859e66d74ea26aa4e20e4e40e959,cb9bc004bd242f494fb5b590622bfdc3daaee6b3b61ddfbecd835a8e968812d0,0304faaacda56d84a46e4de4f371b0ef0f40de2812f46aff30375bf4f3d2d757,011e37f8d14cdea9785039e007aa278e9f49c24486475b6a71f1fe170898c8f5,9d324fd530d6477599eb909b313b7a591a3ab8265497855e192d17ccb3f25f7d,3e7b0a2b6cb14f6030ca35a65cef06cd42d78a087a3d487b6a9d22d653afb044,d142549e851ca2a9cea2046841b09bd48597e7cd9c4c03d1412ea4c7a2d18205,bea6b282f952c8522a6a8d1821428f873b610ee9a7d86a76a2265371e66c5247,4beb7fec989aba0f5e3a412cacef254a2693cd7b0bfba165d2abd5fc3d93f114,eb19cb831cc53c83cac2711c4bcf66f7c769c0c94e37ca1c293a2e9d97e2cd07,0babe9013940c79c50b3667d7eafd72300afdb6450fe1e47c120239b1d8fb1c3,e8fa68fe83da3e1148001329816e6c9000b728b1c3935b5135e0b60900220c81,a93a0a32901c1b66c10b38eaee9d7a660f8c7a2e9d82433d236a7d9f2eed876f,09e18681e82ccf56ead970ef274d8fe6511b87fc481e74645cb444c960c8afbb,4838607a69b471d282fe213665240f668681d033279292216856574d9b3b26e1,7985b0250f874f2e31570b92acdbeb64ce399a90c6521e3fb9c58ad7eb892b0a,8248b0d132a337465882631e360896ce6749422e76d5f6bc68d4ff8f7ce422b9,1f2f28de955839f665b29b48248ac6d3be836e60d257d182725dc81dd0242836,a903a688d6523248f253a068fb3f4a35f2ee78de65c07ead5a0fc88f085722d6,925381bb7178f667fc1b27b7cecd5cfa21c4e0823124dafed79b20f834ac0217,5e0c1f322d99bd94d9c2bd97851b0665a5bb7d887d86245f3b1f0ed2df25c6da,9215bfdbb3bbfdc3bd026a65c15a9d1e943a91a30dd115461e1b5038021fe9bf,1ca54d63f72c9ade9df4277366ae5953ccb839b1965dcedc19deadfed467e300,8609c3151f6536da80b283238782634b65a448d46ee6b2af1769e750190c41f0,f820f929771357d80841368538404812b77f9e0dd023786a8bbf3a90a9d586d8,48f8f5753e442fe0130a328429c6ff0218525e23e7fe7e59b9abdd0da917f606,ae5d35dda6e9253507e2ba843bb6068b0cfd39914659203243886a565603437d,823ab4a97929c9d70d7cd286aa27443818cdfc7f6f745b2cb022680597dac733,2290ed89fff0b3849760a3d16117ff8e40a66f4625055576a9a197e19a16de9c,81635484e6539c632875d1a4810aae30fa15b482ff5b0f2e77f9c4a1b2e177f3,42d6ed22af7a4c69d8600754980d7c7aa1de49385f5a1cf7eebdab5876e147db,7a1d5d69381f9ee300d6ec103dc6ab698397d165a45fc90cf124219271ac59f5,19b09a64a32cd3b2ae8dd7154ebbecb98946d9aa44fba37b10e9d7dd9ea4ab02,4578e4f4493be1796e2f53f39a29e73934e41a670604aebc4dbd00ce4b22e6d0,610ccd35825fd10ee4d25404ed1e2167a0905f34b54c21d3c8fe339879e39f6c,e02f48cdce8bb5e7c2357289e4bfaa4493ec9516c4a22ce258bc6148f91530fd,210e80af463653fd1dda0ec425b5b9d50371aeb3330c9c9cebe359cd3c56a078,f41aca3539ef7e56867a4b3f2f2685356cf34b905c5fdf4391271949344ec0ee,7394e301b02fe72b4884755eec60c31be851d1143b9cc3999eb7d95e832d0ec8,f859e9eaed3ffbb9cea308f12353763189be4b3bcb5d722cfe82bba4d3604c33,d6668d6297b1b1589bee2077f32501b248a4724b5c781fd342992f553995e3d0,7fe941b9d43f4a1661e2cfc6cc0f6bc6efb634b59bfea0e08fc5221267ff28be,7238828c0404ebf5a97bd4b73eedfec0e6bc17b777ab334800af73522b69c77e,a3eb0fdbde70a0b869bbbe804481b89397bcdbd54a07b91f190b41efa40488e3,26cf1de2a1dd4d40caa190f227f1512b3b2c638c4e309688f318bf5b5cda792a,31effb9ffdd63677be9cb16a37e9cef60103f7577272dd5713da1491afd631f1,47ce2a716be2190a32629d86155580ed20985b29ad2e6d05240e55dfaff566de,8861121ba4e5240a37da4110770c5292a405f8260ead7ebd7b5b9962a2f22f40,dfe262eea8b28bd21fb41dd4fa0f4298cd783d6c2bb4e18672b1e485c13a4f22,2ce5952fcd7ef823594b84cb32af9e0b9753058f828c50058fba2f1b392a2d98
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","101","100101","0","-6","0","0","0","0","0","0","0","0","0","0","401","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","105","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","402","0","101","100102","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","303","303","0","303","303","303","3","303","0","0","0","0","303","0","102","303","0","303","303","303","303","0","303","303","303","303","303","303","303","303","303","0","303","0","0","303","0","142","405","303","303","0","101","100103","303","-6","303","303","303","303","0","303","303","303","0","303","303","0","0","303","303","0","1","0"
"0","401","0","0","0","0","0","4","0","0","301","0","301","0","0","201","0","0","405","0","0","0","0","0","150","150","0","0","0","0","0","0","0","130","0","0","0","0","301","0","410","0","0","101","100104","0","-6","0","0","402","0","0","0","0","0","0","0","0","0","0","405","120","0","1","0"
"0","301","301","0","301","301","301","5","301","0","301","0","301","301","0","118","301","0","301","301","301","301","0","301","301","301","301","301","301","301","301","301","0","301","0","0","301","0","301","0","301","301","0","101","100105","301","-6","301","301","301","301","0","301","301","301","0","301","301","0","0","301","301","0","1","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","130","0","102","100201","0","-7","0","0","0","0","0","0","0","410","0","0","0","0","0","0","0","0","1","0"
"0","404","0","0","0","0","0","2","0","0","303","0","0","0","0","201","303","0","130","303","0","0","0","0","150","303","0","0","303","0","0","0","0","303","0","405","303","0","0","0","410","303","0","102","100202","0","-7","0","0","0","303","0","0","303","303","0","0","303","0","0","303","120","0","1","0"
"0","301","301","0","301","301","301","3","301","0","0","0","301","301","0","105","132","0","301","0","301","301","0","301","301","0","301","301","0","301","301","301","0","0","0","0","0","0","301","0","301","0","0","102","100203","301","-7","301","301","301","0","0","301","0","403","0","301","0","0","0","0","301","0","1","0"
"0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","0","102","100204","0","-7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","100205","0","-7","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","303","303","0","303","303","303","1","401","0","303","0","303","303","0","103","303","0","303","303","303","402","0","303","303","303","303","401","303","303","303","303","0","303","0","0","303","0","303","0","303","303","0","103","100301","303","-6","303","303","303","303","0","303","303","303","0","303","303","0","0","303","303","0","1","0"
"0","0","0","0","0","0","0","2","301","0","0","0","0","0","0","145","0","0","0","0","0","301","403","0","0","0","0","301","0","0","0","0","0","0","0","0","0","0","0","0","0","140","0","103","100302","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","123","0","0","130","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","100303","0","-6","0","0","0","0","0","0","0","407","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","4","0","0","0","0","0","0","402","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","410","0","0","103","100304","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","407","0","0","0","0","0","5","0","0","0","0","0","0","0","201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","100305","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","0","1","0"
"0","303","303","0","303","303","303","1","303","0","303","0","303","402","0","105","403","0","303","303","303","303","0","303","303","303","303","303","303","303","303","303","0","303","0","0","303","0","303","0","303","303","0","104","100401","303","-5","303","303","303","303","0","303","303","303","0","303","303","0","0","303","303","0","1","0"
"0","0","0","0","0","0","0","2","0","0","0","0","0","301","0","127","301","0","0","0","0","0","403","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","407","0","0","104","100402","0","-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","0","3","0","0","405","0","0","0","0","201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","100403","405","-5","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","0","0","303","4","0","0","0","0","0","0","0","145","0","0","0","0","405","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104","100404","0","-5","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"0","301","301","0","301","301","402","5","301","0","301","0","301","301","402","104","301","0","301","301","301","402","0","301","301","301","301","301","301","301","301","301","0","301","0","0","301","0","301","0","301","301","0","104","100405","301","-5","301","301","301","301","0","301","301","301","0","301","301","0","0","301","301","0","1","0"
